citycode:010|poiid:B000AA177W|name:媛媛面馆(迎宾北路店)|address:怀柔迎宾北路11号|location:116.63755,40.324257|tel:010-69695158|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A81JE4|name:狗不理|address:远大路1号世纪金源购物中心5层522|location:116.289081,39.958689|tel:010-88892155;010-88892152|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A80656|name:沙漠王宫|address:远大路1号世纪金源购物中心5层22号|location:116.289093,39.958699|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A835LU|name:田老师红烧肉|address:蓝靛厂东路2号院金源时代商务中心B座|location:116.288738,39.96137|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A80IV8|name:天地行|address:万寿路西街4号|location:116.288156,39.910033|tel:010-68159286;010-68223718|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85T1G|name:百万轩|address:大井村|location:116.267148,39.86628|tel:010-63842117;010-68691270;010-68691271|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CC2W|name:成都小吃家常菜|address:东翠路|location:116.288083,39.908527|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80D4T|name:瑞和源|address:彰化南路7号楼|location:116.292062,39.93676|tel:010-88491068|type:餐饮服务;休闲餐饮场所;休闲餐饮场所
citycode:010|poiid:B000A7YZ5V|name:重庆麻辣烫|address:沙沟天地批发市场对面路口北|location:116.287982,39.907284|tel:|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A84BQU|name:汇港吉品铁板料理(金源新燕莎MALL)|address:远大路1号F5层513|location:116.290105,39.958747|tel:010-88874611;010-88872156;010-88878080|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A9O60T|name:桂泽圆桂林米粉|address:蓝靛厂南路25号牛顿办公区1楼(近嘉豪国际中心)|location:116.291835,39.94724|tel:010-52299071;010-88460505|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A83PTH|name:百合素食|address:昆明湖路50号|location:116.27963,39.990094|tel:010-62878726|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A84HBT|name:颐园|address:颐和园北宫门西|location:116.272492,40.002693|tel:010-62872165;010-62878930|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7CNTO|name:黎昌海鲜(西八里庄店)|address:阜成路81号|location:116.292686,39.924865|tel:010-88131888;010-88130198|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A84F2W|name:金狮麟(北京复兴路店)|address:复兴路乙63-1|location:116.289679,39.907961|tel:010-68222598;010-68220630|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A7ZN6M|name:阿森鲍鱼(阜成店)|address:阜成路81号院1|location:116.293153,39.924908|tel:010-88112228;010-88120088;010-88133884|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A7BWPT|name:老来顺饭庄|address:太平路25号|location:116.288066,39.900472|tel:010-68221146;010-68279242;4007339993|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A883KA|name:上山下乡|address:卢沟桥路19号(近西四环南路)|location:116.275254,39.871662|tel:010-63823993|type:餐饮服务;中餐厅;东北菜
citycode:010|poiid:B000A8X81B|name:北京宴|address:靛厂路3号|location:116.285536,39.889969|tel:010-67545955;18618372006;010-88177777|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A84M0J|name:湘水之珠(万寿路)|address:万寿路北口翠微西里|location:116.295403,39.915674|tel:010-68259888|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A7CRKC|name:金九龙大酒楼|address:万寿路17号|location:116.294641,39.911781|tel:010-68183192;13810165787;010-68183193;010-68189193|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A6B1BA|name:清太郎日本料理|address:万寿路西街2号文博大厦B1层|location:116.294389,39.909497|tel:010-68226199|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7RH4V|name:潇湘甲鱼村(靛厂店)|address:靛厂村131号|location:116.286696,39.886823|tel:010-88246103;010-88246888;010-88249767|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A80YKG|name:梦桃源湘粤酒楼(总店)|address:滨角园1|location:116.2971,39.918926|tel:4007339993;010-88126512;010-88148088|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A84XC3|name:沸腾之夜|address:西三环阜成路北三街(北京工商大学两校区之间)|location:116.297874,39.924431|tel:010-88569348|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7OODJ|name:成都美食|address:丰台路口139号东北30米|location:116.278884,39.871252|tel:010-63893293;010-63899051|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A9D9C8|name:家常菜馆|address:太平路丁23号西侧|location:116.29315,39.900047|tel:010-68213877|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A2A750|name:大上海餐厅(裕龙大酒店东北)|address:阜成路40号裕龙大厦2层|location:116.298552,39.923174|tel:010-68416241;010-68415588|type:餐饮服务;中餐厅;上海菜
citycode:010|poiid:B000A7C2AR|name:红蕃茄楚珍舫(北京万寿路店)|address:翠微南里36|location:116.296774,39.912784|tel:010-68215512|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87FE7|name:良友海鲜大酒楼(阜成店)|address:阜成路73号裕惠大厦A座1-5层|location:116.298787,39.924705|tel:4007339993;010-88512323;010-88512424;010-88514888|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A6E6B0|name:大粥锅粥店(万寿路店)|address:翠微南里临3号|location:116.297597,39.912775|tel:010-68154919|type:餐饮服务;中餐厅;中餐厅|餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A88IR0|name:Naoki|address:颐和园宫门前街15颐和安缦|location:116.282769,39.999252|tel:010-59879999|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A55ACB|name:春天酒楼|address:万柳中路29号|location:116.298005,39.960947|tel:010-51605555;010-51605879|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8WAYY|name:海底捞(北京华联万柳购物中心)|address:巴沟路2号(近地铁10号线巴沟站)4-5层|location:116.294667,39.973688|tel:010-59066000;010-57895151;010-82589335|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A8WZ3R|name:眉州小吃(北京华联万柳购物中心)|address:巴沟路2号(近地铁10号线巴沟站)5层F510|location:116.294991,39.973201|tel:010-82565513;010-59683398;010-59683390|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8W890|name:黑松白鹿(北京华联万柳购物中心)|address:巴沟路2号(近地铁10号线巴沟站)4层F401、02|location:116.295274,39.97233|tel:010-82589589;4006365727;010-82589588|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7DCWR|name:福福福|address:大有庄99号|location:116.281344,40.00229|tel:4007339993;010-62882929;010-62887878|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000ABBYO5|name:必胜客(北京华联万柳购物中心)|address:巴沟路2号(近地铁10号线巴沟站)2层F236|location:116.295294,39.972318|tel:4008123123;010-82567019;010-82567153;010-82657019|type:餐饮服务;快餐厅;必胜客|餐饮服务;餐饮相关场所;餐饮相关
citycode:010|poiid:B000A7BLSR|name:上海大渔铁板烧(万柳店)|address:万柳中路15号|location:116.296983,39.966584|tel:4006365727;010-82566044;010-82568998;010-82565704|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8WAZ2|name:六千馆(北京华联万柳购物中心)|address:巴沟路2号(近地铁10号线巴沟站)5层F509|location:116.295074,39.973384|tel:010-82589522|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A81CAY|name:林之雨铁板料理(万柳店)|address:万柳中路102号万柳商场3层|location:116.297728,39.964311|tel:010-10107777;010-82869118;010-82869898|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A82TPN|name:十里名香|address:西四环南路63-16号|location:116.280347,39.87009|tel:010-86324497|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A73A34|name:鸿兴食府|address:丰台路口东广安路38号望园路北口|location:116.283079,39.874346|tel:010-63842888;010-63814137;010-63842666|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A9P952|name:沙县小吃|address:玉渊潭南路(近玉渊潭公园)|location:116.300039,39.920275|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A80917|name:百里香|address:北洼路(近苏宁电器)|location:116.301575,39.931171|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A85MPL|name:糊涂妹火锅|address:万寿路28号院(金家村桥北)|location:116.295375,39.898528|tel:010-51669036;15600627762|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A842HD|name:儒宴孔府菜(丰体店)|address:西四环南路45号|location:116.280744,39.869009|tel:4007339993;010-63895026;010-63895066|type:餐饮服务;中餐厅;山东菜(鲁菜)
citycode:010|poiid:B000A80WJ6|name:鸿运天外天(华光商厦西南)|address:阜成路65号|location:116.301395,39.924408|tel:010-68433437|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A87ETA|name:阳坊胜利涮羊肉(北洼路)|address:北洼路90号|location:116.301548,39.925585|tel:010-88680988;010-51166302|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A80MKE|name:山西面食(丰台区环境卫生服务中心环卫服务处西)|address:万丰路|location:116.285369,39.87533|tel:010-63837260|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A87IB7|name:嘉和一品粥(北洼路店)|address:北洼路西里21号院1号嘉诚商务中心|location:116.302881,39.935307|tel:010-68468761|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A7OU3J|name:丁是丁卯是卯(翠微路店)|address:翠微南里25|location:116.300354,39.912852|tel:010-68247193|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A88EHB|name:牛肉粉|address:颐和山庄门口(近东方大学)|location:116.241468,40.047165|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A63D59|name:翠微楼|address:翠微路翠微东里A1号楼|location:116.301383,39.915669|tel:010-68259313;010-88232682;010-68258397|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A84E5G|name:龙虾王|address:万丰路11-8、13-1|location:116.29459,39.89234|tel:010-88253551|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A7YNOD|name:浏阳河大酒楼|address:长春桥路11号院-4号万柳亿城中心C1C2座2层|location:116.301514,39.960495|tel:010-58819886;010-58819898|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A4A4F7|name:翠清酒家(翠微店)|address:微东里甲1号颐源居小区对面|location:116.301872,39.915087|tel:010-83818881;010-68252634|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A9PB2G|name:银座日本料理|address:北洼西里12号中建商务大厦1层|location:116.304236,39.937662|tel:010-68412211;010-68454651;010-68980392|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7PXS7|name:驴肉全席|address:万丰路15-2号|location:116.294596,39.890408|tel:|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A840YK|name:田老师红烧肉(翠微路分店)|address:翠微南里2-2|location:116.301847,39.912445|tel:010-68273721|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000A81K2E|name:俏湘厨(北洼路)|address:北洼路26号|location:116.304759,39.937569|tel:010-68430161|type:餐饮服务;中餐厅;湖南菜(湘菜)
citycode:010|poiid:B000A8X7M6|name:巫山烤鱼|address:西八里庄北里南门(定慧寺东)|location:116.304454,39.946083|tel:010-88432781|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A80ULN|name:北平楼(航天桥店)|address:阜成路51-8|location:116.304082,39.924425|tel:010-68989660|type:餐饮服务;中餐厅;北京菜
citycode:010|poiid:B000A84WUC|name:昆明春天|address:厂洼21号楼|location:116.303511,39.956773|tel:010-51605875;010-51605555;010-51605879|type:餐饮服务;中餐厅;云贵菜
citycode:010|poiid:B000A16D36|name:嘉陵江畔|address:万泉庄路28号万柳新贵B座2层|location:116.301233,39.967917|tel:010-58720098|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A87GBD|name:海底捞火锅(北京紫竹桥店)|address:北洼路4号苏宁电器4层|location:116.305084,39.944705|tel:010-59066000;010-68717926;15313029062;010-68716676|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A7ZCEH|name:嘉和一品(翠微路店)|address:翠微路甲10号建筑大厦写字楼|location:116.30292,39.913302|tel:010-68251203|type:餐饮服务;中餐厅;特色/地方风味餐厅
citycode:010|poiid:B000A8VTLL|name:御宠阁|address:万泉新新家园12|location:116.300721,39.97044|tel:010-82553255|type:餐饮服务;外国餐厅;法式菜品餐厅
citycode:010|poiid:B000A87IA6|name:三石铁板烧|address:西三环北路花园桥北洼路东街28号|location:116.305439,39.93653|tel:010-68486776;010-66080101|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A87PJP|name:麦当劳(凯德MALL·翠微路)|address:翠微路12号F2层F2-001|location:116.302832,39.912572|tel:010-68218417;010-68218427|type:餐饮服务;快餐厅;麦当劳
citycode:010|poiid:B000AA73FH|name:炸酱面|address:望园北路|location:116.28398,39.868098|tel:|type:餐饮服务;快餐厅;快餐厅
citycode:010|poiid:B000AA1AL8|name:沙县小吃|address:紫竹院路81号院(北方地产大厦北侧)|location:116.305696,39.941926|tel:010-86883956|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7XP0V|name:鸿运天外天|address:万丰路18号北院|location:116.295532,39.888655|tel:010-51955628|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A8VOXK|name:天绿回转寿司|address:西苑颐和园路206号|location:116.289317,39.998513|tel:010-62501626|type:餐饮服务;外国餐厅;日本料理
citycode:010|poiid:B000A7CLC8|name:肯德基(阜成路餐厅)|address:阜成路51-2号银谷湾商厦1层|location:116.305223,39.924418|tel:010-68417148;4008823823|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A80WVC|name:凤凰楼|address:西三环北路厂洼19号|location:116.304204,39.957945|tel:010-68438777;010-68481777;010-68414329|type:餐饮服务;中餐厅;海鲜酒楼
citycode:010|poiid:B000A82T4Y|name:天外天烤鸭店(昌运宫店)|address:昌运宫15号|location:116.306053,39.941641|tel:010-68470531;010-88514248|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A6EE44|name:郭林食府|address:西四环南路56号望园大厦1层|location:116.283811,39.866707|tel:010-51210196;010-63830414;010-51210198|type:餐饮服务;中餐厅;综合酒楼
citycode:010|poiid:B000A8WBK2|name:巫山烤全鱼|address:苏州街万柳东路|location:116.302648,39.966089|tel:010-62536470|type:餐饮服务;中餐厅;四川菜(川菜)
citycode:010|poiid:B000A87L8X|name:幸福花|address:翠微路30号(翠微大厦对面)|location:116.302331,39.906988|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7PTL9|name:老马富贵拉面(北安河路)|address:聂各庄路附近|location:116.12189,40.090724|tel:|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A84VDU|name:翠微三千里烤肉(翠微总店)|address:翠微路翠微大厦后侧|location:116.302703,39.90807|tel:|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A7WSHZ|name:回民餐厅|address:北洼路22号|location:116.306422,39.937436|tel:|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A87O0X|name:豪尚豪牛排馆(公主坟店)|address:复兴路18-3|location:116.302543,39.907135|tel:010-63951928|type:餐饮服务;外国餐厅;西餐厅(综合风味)
citycode:010|poiid:B000A87O24|name:西部马华牛肉面(复兴路店)|address:复兴路18-3号2层|location:116.302551,39.907141|tel:010-63954983;010-63953432|type:餐饮服务;中餐厅;清真菜馆
citycode:010|poiid:B000A85M83|name:姐弟俩土豆粉(翠微路分店)|address:翠微路18号|location:116.302441,39.9067|tel:010-63978448|type:餐饮服务;中餐厅;中餐厅
citycode:010|poiid:B000A7C0Z3|name:肯德基(紫竹桥店)|address:紫竹院路31号华澳中心|location:116.306331,39.944154|tel:010-68416994|type:餐饮服务;快餐厅;肯德基
citycode:010|poiid:B000A85MRS|name:海底捞(凯德MALL·翠微路)|address:翠微路12号F4层F4-012|location:116.30391,39.912546|tel:010-68216579;010-59066000;010-68218532;15321565501|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A85OS2|name:老诚一锅(北洼东街)|address:北洼东街|location:116.306596,39.936125|tel:010-68484017|type:餐饮服务;中餐厅;火锅店
citycode:010|poiid:B000A81JAL|name:山水甲山(复兴路辅路)|address:复兴路33号|location:116.303307,39.908292|tel:010-68217750;010-68217761|type:餐饮服务;外国餐厅;韩国料理
citycode:010|poiid:B000A83ZZT|name:金百万烤鸭(万柳店)|address:万泉河南庄400号龙都宾馆院内|location:116.303799,39.965866|tel:010-62529588;010-62527588;4006662000|type:餐饮服务;中餐厅;特色/地方风味餐厅
